Time (s),PPG_RED_RAW,PPG_IR,PPG_GREEN,ECG,T_AMBIENT,T_OBJECT,HR_GT
45.2050,31636,34695,79,793,22.52,24.17,N/A
45.2075,31631,34697,83,629,22.52,24.17,N/A
45.2100,31627,34686,93,734,22.52,24.17,N/A
45.2125,31633,34709,90,696,22.52,24.17,N/A
45.2150,31632,34703,84,644,22.52,24.17,N/A
45.2175,31635,34715,89,891,22.52,24.17,N/A
45.2200,31635,34716,82,824,22.52,24.17,N/A
45.2225,31633,34705,88,837,22.52,24.17,N/A
45.2250,31639,34708,81,1120,22.52,24.17,N/A
45.2275,31630,34701,90,1250,22.52,24.17,N/A
45.2300,31597,34710,76,1156,22.52,24.17,N/A
45.2325,31654,34696,77,1088,22.52,24.17,N/A
45.2350,31647,34694,64,1094,22.52,24.17,N/A
45.2375,31633,34688,70,1076,22.52,24.17,N/A
45.2400,31620,34678,81,959,22.52,24.17,N/A
45.2425,31628,34684,93,1177,22.52,24.17,N/A
45.2450,31627,34712,67,1394,22.52,24.17,N/A
45.2475,31639,34688,71,1517,22.52,24.17,N/A
45.2500,31647,34689,101,1546,22.52,24.17,N/A
45.2525,31632,34687,80,1513,22.52,24.17,N/A
45.2550,31633,34651,66,1216,22.52,24.17,N/A
45.2575,31618,34674,59,1042,22.52,24.17,N/A
45.2600,31633,34699,91,997,22.52,24.17,N/A
45.2625,31646,34660,103,1056,22.52,24.17,N/A
45.2650,31639,34672,114,1438,22.52,24.17,N/A
45.2675,31631,34686,87,1535,22.47,24.20,N/A
45.2700,31625,34706,83,1580,22.47,24.20,N/A
45.2725,31640,34715,77,1407,22.47,24.20,N/A
45.2750,31643,34721,87,1221,22.47,24.20,N/A
45.2775,31639,34719,75,1232,22.47,24.20,N/A
45.2800,31651,34715,80,1241,22.47,24.20,N/A
45.2825,31637,34705,104,1280,22.47,24.20,N/A
45.2850,31638,34704,89,1323,22.47,24.20,N/A
45.2875,31640,34716,88,1337,22.47,24.20,N/A
45.2900,31640,34721,94,1544,22.47,24.20,N/A
45.2925,31634,34732,71,1598,22.47,24.20,N/A
45.2950,31645,34726,77,1401,22.47,24.20,N/A
45.2975,31651,34735,82,1076,22.47,24.20,N/A
45.3000,31645,34734,84,908,22.47,24.20,N/A
45.3025,31643,34732,86,1167,22.47,24.20,N/A
45.3050,31634,34733,82,1516,22.47,24.20,N/A
45.3075,31640,34712,99,1510,22.47,24.20,N/A
45.3100,31638,34728,101,1490,22.47,24.20,N/A
45.3125,31645,34709,94,1524,22.47,24.20,N/A
45.3150,31629,34699,86,1384,22.47,24.20,N/A
45.3175,31637,34713,103,1234,22.47,24.20,N/A
45.3200,31642,34729,84,1133,22.47,24.20,N/A
45.3225,31647,34726,92,1195,22.47,24.20,N/A
45.3250,31650,34732,87,1361,22.47,24.20,N/A
45.3275,31624,34733,74,1424,22.47,24.20,N/A
45.3300,31646,34735,86,1539,22.47,24.20,N/A
45.3325,31647,34732,87,1472,22.47,24.20,N/A
45.3350,31638,34706,91,1336,22.47,24.20,N/A
45.3375,31637,34713,90,1233,22.47,24.20,N/A
45.3400,31636,34698,89,1238,22.47,24.20,N/A
45.3425,31637,34696,90,1160,22.47,24.20,N/A
45.3450,31628,34729,80,1230,22.47,24.20,N/A
45.3475,31637,34719,88,1468,22.47,24.20,N/A
45.3500,31646,34729,82,1404,22.47,24.20,N/A
45.3525,31638,34729,79,1272,22.47,24.20,N/A
45.3550,31643,34729,83,1432,22.47,24.20,N/A
45.3575,31651,34734,76,1360,22.47,24.20,N/A
45.3600,31631,34729,91,1469,22.47,24.20,N/A
45.3625,31647,34707,89,1372,22.47,24.20,N/A
45.3650,31632,34715,88,1296,22.47,24.20,N/A
45.3675,31631,34710,93,1467,22.47,24.20,N/A
45.3700,31636,34716,81,1444,22.47,24.20,N/A
45.3725,31631,34732,91,1393,22.47,24.20,N/A
45.3750,31648,34735,77,1353,22.47,24.20,N/A
45.3775,31644,34738,79,1368,22.47,24.20,N/A
45.3800,31645,34734,79,1386,22.47,24.20,N/A
45.3825,31643,34734,78,1220,22.47,24.20,N/A
45.3850,31652,34737,79,1205,22.47,24.20,N/A
45.3875,31649,34739,76,1400,22.47,24.20,N/A
45.3900,31638,34713,100,1543,22.47,24.20,N/A
45.3925,31639,34714,90,1635,22.47,24.20,N/A
45.3950,31632,34710,90,1596,22.47,24.20,N/A
45.3975,31642,34718,86,1096,22.47,24.20,N/A
45.4000,31641,34724,81,1007,22.47,24.20,N/A
45.4025,31641,34724,77,1292,22.47,24.20,N/A
45.4050,31643,34726,77,1520,22.47,24.20,N/A
45.4075,31640,34724,84,1392,22.47,24.20,N/A
45.4100,31638,34712,85,1377,22.47,24.20,N/A
45.4125,31642,34714,83,1472,22.47,24.20,N/A
45.4150,31629,34695,101,1302,22.47,24.20,N/A
45.4175,31626,34690,89,1254,22.47,24.20,N/A
45.4200,31630,34698,88,1401,22.47,24.20,N/A
45.4225,31619,34714,92,1557,22.47,24.20,N/A
45.4250,31626,34709,93,1649,22.47,24.20,N/A
45.4275,31629,34705,84,1614,22.47,24.20,N/A
45.4300,31642,34725,91,1592,22.47,24.20,N/A
45.4325,31639,34714,74,1412,22.47,24.20,N/A
45.4350,31628,34714,86,1382,22.47,24.20,N/A
45.4375,31642,34714,82,1544,22.47,24.20,N/A
45.4400,31632,34703,103,1484,22.47,24.20,N/A
45.4425,31626,34706,94,1263,22.47,24.20,N/A
45.4450,31631,34685,84,1223,22.47,24.20,N/A
45.4475,31637,34707,91,1651,22.47,24.20,N/A
45.4500,31629,34704,89,1755,22.47,24.20,N/A
45.4525,31634,34730,84,1632,22.47,24.20,N/A
45.4550,31629,34714,93,1571,22.47,24.20,N/A
45.4575,31633,34717,86,1392,22.47,24.20,N/A
45.4600,31624,34711,78,1281,22.47,24.20,N/A
45.4625,31636,34718,92,1414,22.47,24.20,N/A
45.4650,31633,34724,85,1504,22.47,24.20,N/A
45.4675,31636,34699,87,1465,22.47,24.20,N/A
45.4700,31629,34706,87,1528,22.47,24.20,N/A
45.4725,31645,34697,85,1454,22.47,24.20,N/A
45.4750,31640,34699,91,1454,22.47,24.20,N/A
45.4775,31637,34725,74,1205,22.47,24.20,N/A
45.4800,31629,34724,82,943,22.47,24.20,N/A
45.4825,31639,34718,83,1140,22.47,24.20,N/A
45.4850,31635,34713,74,1483,22.47,24.20,N/A
45.4875,31647,34707,81,1626,22.47,24.20,N/A
45.4900,31631,34695,101,1573,22.47,24.20,N/A
45.4925,31622,34700,90,1352,22.47,24.20,N/A
45.4950,31627,34698,97,876,22.47,24.20,N/A
45.4975,31629,34695,96,912,22.47,24.20,N/A
45.5000,31628,34695,96,819,22.47,24.20,N/A
45.5025,31630,34702,92,906,22.47,24.20,N/A
45.5050,31644,34710,86,1099,22.47,24.20,N/A
45.5075,31632,34714,86,1221,22.47,24.20,N/A
45.5100,31646,34710,91,1285,22.47,24.20,N/A
45.5125,31640,34716,70,1197,22.47,24.20,N/A
45.5150,31642,34712,85,889,22.47,24.20,N/A
45.5175,31633,34692,92,809,22.47,24.20,N/A
45.5200,31635,34699,87,877,22.47,24.20,N/A
45.5225,31636,34698,80,848,22.47,24.20,N/A
45.5250,31638,34706,110,1062,22.47,24.20,N/A
45.5275,31637,34709,92,1204,22.47,24.20,N/A
45.5300,31631,34713,92,1323,22.47,24.20,N/A
45.5325,31639,34715,80,1083,22.47,24.20,N/A
45.5350,31639,34720,86,785,22.47,24.20,N/A
45.5375,31639,34718,83,651,22.47,24.20,N/A
45.5400,31653,34721,83,729,22.47,24.20,N/A
45.5425,31644,34732,87,972,22.47,24.20,N/A
45.5450,31634,34720,78,1280,22.47,24.20,N/A
45.5475,31644,34708,95,1311,22.47,24.20,N/A
45.5500,31637,34710,79,1322,22.47,24.20,N/A
45.5525,31645,34726,66,1216,22.47,24.20,N/A
45.5550,31651,34735,84,914,22.47,24.20,N/A
45.5575,31653,34734,89,760,22.47,24.20,N/A
45.5600,31647,34740,82,682,22.47,24.20,N/A
45.5625,31659,34737,81,904,22.47,24.20,N/A
45.5650,31649,34736,85,1412,22.47,24.20,N/A
45.5675,31656,34739,90,1501,22.47,24.20,N/A
45.5700,31653,34748,78,1334,22.47,24.20,N/A
45.5725,31642,34724,96,1353,22.47,24.20,N/A
45.5750,31647,34722,106,818,22.47,24.20,N/A
45.5775,31645,34714,90,646,22.47,24.20,N/A
45.5800,31638,34735,88,950,22.47,24.20,N/A
45.5825,31652,34715,103,1029,22.47,24.20,N/A
45.5850,31653,34739,82,972,22.47,24.20,N/A
45.5875,31650,34741,84,1004,22.47,24.20,N/A
45.5900,31648,34739,95,1296,22.47,24.20,N/A
45.5925,31651,34731,75,1338,22.47,24.20,N/A
45.5950,31652,34743,78,1140,22.47,24.20,N/A
45.5975,31642,34726,96,1096,22.47,24.20,N/A
45.6000,31645,34724,111,1160,22.47,24.20,N/A
45.6025,31641,34707,80,1272,22.47,24.20,N/A
45.6050,31642,34731,99,1180,22.47,24.20,N/A
45.6075,31637,34719,87,1072,22.47,24.20,N/A
45.6100,31647,34736,84,1212,22.47,24.20,N/A
45.6125,31643,34743,93,1203,22.47,24.20,N/A
45.6150,31647,34736,76,1077,22.47,24.20,N/A
45.6175,31641,34735,95,1028,22.47,24.20,N/A
45.6200,31644,34733,84,960,22.47,24.20,N/A
45.6225,31638,34723,98,1006,22.47,24.20,N/A
45.6250,31643,34717,100,1341,22.47,24.20,N/A
45.6275,31646,34708,105,1621,22.47,24.20,N/A
45.6300,31646,34719,87,1528,22.47,24.20,N/A
45.6325,31641,34731,75,1294,22.47,24.20,N/A
45.6350,31651,34737,72,1098,22.47,24.20,N/A
45.6375,31648,34744,88,1093,22.47,24.20,N/A
45.6400,31650,34751,78,1178,22.47,24.20,N/A
45.6425,31649,34744,84,1254,22.47,24.20,N/A
45.6450,31653,34746,83,1298,22.47,24.20,N/A
45.6475,31651,34750,72,1393,22.47,24.20,N/A
45.6500,31648,34725,101,1282,22.47,24.20,N/A
45.6525,31645,34721,89,1380,22.47,24.20,N/A
45.6550,31649,34728,89,1300,22.47,24.20,N/A
45.6575,31643,34738,89,1410,22.47,24.20,N/A
45.6600,31645,34743,91,1286,22.47,24.20,N/A
45.6625,31652,34749,87,1152,22.47,24.20,N/A
45.6650,31656,34753,79,1227,22.47,24.20,N/A
45.6675,31661,34751,80,1468,22.47,24.20,N/A
45.6700,31653,34747,92,1424,22.47,24.20,N/A
45.6725,31665,34748,88,1270,22.47,24.20,N/A
45.6750,31659,34763,89,1149,22.47,24.20,N/A
45.6775,31648,34728,84,1051,22.47,24.20,N/A
45.6800,31653,34696,98,994,22.47,24.20,N/A
45.6825,31648,34732,100,1330,22.47,24.20,N/A
45.6850,31647,34735,88,1374,22.47,24.20,N/A
45.6875,31653,34756,86,1403,22.47,24.20,N/A
45.6900,31661,34752,78,1440,22.47,24.20,N/A
45.6925,31651,34750,88,1460,22.47,24.20,N/A
45.6950,31662,34749,82,1306,22.47,24.20,N/A
45.6975,31656,34742,84,1114,22.47,24.20,N/A
45.7000,31650,34735,83,806,22.47,24.20,N/A
45.7025,31651,34746,69,1094,22.47,24.20,N/A
45.7050,31649,34720,102,1412,22.47,24.20,N/A
45.7075,31646,34719,96,1616,22.47,24.20,N/A
45.7100,31635,34722,108,1507,22.47,24.20,N/A
45.7125,31635,34745,89,1236,22.47,24.20,N/A
45.7150,31642,34729,84,965,22.47,24.20,N/A
45.7175,31643,34755,79,822,22.47,24.20,N/A
45.7200,31640,34738,76,909,22.47,24.20,N/A
45.7225,31646,34748,92,1144,22.47,24.20,N/A
45.7250,31652,34733,89,1265,22.47,24.20,N/A
45.7275,31645,34729,95,1710,22.47,24.20,N/A
45.7300,31639,34732,85,1897,22.47,24.20,N/A
45.7325,31655,34720,90,1724,22.47,24.20,N/A
45.7350,31651,34735,85,1424,22.47,24.20,N/A
45.7375,31645,34728,84,1036,22.47,24.20,N/A
45.7400,31641,34736,87,980,22.47,24.20,N/A
45.7425,31654,34763,81,1133,22.47,24.20,N/A
45.7450,31652,34753,78,1164,22.47,24.20,N/A
45.7475,31649,34751,87,1355,22.47,24.20,N/A
45.7500,31641,34743,79,1556,22.47,24.20,N/A
45.7525,31648,34751,76,1522,22.47,24.20,N/A
45.7550,31649,34738,96,1148,22.47,24.20,N/A
45.7575,31651,34722,104,979,22.47,24.20,N/A
45.7600,31640,34723,106,960,22.47,24.20,N/A
45.7625,31656,34730,91,1205,22.47,24.20,N/A
45.7650,31639,34742,81,1344,22.47,24.20,N/A
45.7675,31636,34739,83,1520,22.47,24.20,N/A
45.7700,31634,34746,70,1568,22.47,24.20,N/A
45.7725,31678,34720,72,1321,22.47,24.20,N/A
45.7750,31653,34735,54,1112,22.47,24.20,N/A
45.7775,31641,34716,62,941,22.47,24.20,N/A
45.7800,31639,34720,65,1105,22.47,24.20,N/A
45.7825,31647,34702,98,1451,22.47,24.20,N/A
45.7850,31637,34716,89,1433,22.47,24.20,N/A
45.7875,31628,34741,67,1341,22.47,24.20,N/A
45.7900,31650,34723,68,1251,22.47,24.20,N/A
45.7925,31648,34727,83,1116,22.47,24.20,N/A
45.7950,31640,34735,105,1052,22.47,24.20,N/A
45.7975,31645,34692,99,1041,22.47,24.20,N/A
45.8000,31631,34716,76,1081,22.47,24.20,N/A
45.8025,31626,34744,75,1342,22.47,24.20,N/A
45.8050,31652,34733,89,1416,22.47,24.20,N/A
45.8075,31645,34729,95,1448,22.47,24.20,N/A
45.8100,31652,34707,88,1518,22.47,24.20,N/A
45.8125,31648,34688,106,1424,22.47,24.20,N/A
45.8150,31639,34729,90,1086,22.51,24.20,N/A
45.8175,31648,34736,92,837,22.51,24.20,N/A
45.8200,31644,34740,93,964,22.51,24.20,N/A
45.8225,31651,34732,88,1147,22.51,24.20,N/A
45.8250,31648,34739,86,1412,22.51,24.20,N/A
45.8275,31646,34742,84,1630,22.51,24.20,N/A
45.8300,31651,34743,91,1618,22.51,24.20,N/A
45.8325,31643,34722,92,1368,22.51,24.20,N/A
45.8350,31641,34732,89,1304,22.51,24.20,N/A
45.8375,31636,34714,88,1061,22.51,24.20,N/A
45.8400,31637,34731,93,985,22.51,24.20,N/A
45.8425,31639,34722,86,1217,22.51,24.20,N/A
45.8450,31633,34744,82,1380,22.51,24.20,N/A
45.8475,31638,34728,93,1454,22.51,24.20,N/A
45.8500,31641,34742,76,1463,22.51,24.20,N/A
45.8525,31641,34734,81,1289,22.51,24.20,N/A
45.8550,31650,34745,78,1100,22.51,24.20,N/A
45.8575,31654,34744,82,1096,22.51,24.20,N/A
45.8600,31639,34737,98,1120,22.51,24.20,N/A
45.8625,31638,34721,95,1309,22.51,24.20,N/A
45.8650,31636,34725,81,1609,22.51,24.20,N/A
45.8675,31636,34725,100,1674,22.51,24.20,N/A
45.8700,31640,34737,87,1624,22.51,24.20,N/A
45.8725,31641,34721,78,1592,22.51,24.20,N/A
45.8750,31636,34735,83,1139,22.51,24.20,N/A
45.8775,31637,34738,71,963,22.51,24.20,N/A
45.8800,31645,34734,77,986,22.51,24.20,N/A
45.8825,31629,34736,91,1169,22.51,24.20,N/A
45.8850,31636,34740,73,1531,22.51,24.20,N/A
45.8875,31635,34721,97,1547,22.51,24.20,N/A
45.8900,31634,34695,107,1452,22.51,24.20,N/A
45.8925,31634,34719,76,1093,22.51,24.20,N/A
45.8950,31631,34718,89,868,22.51,24.20,N/A
45.8975,31632,34721,93,747,22.51,24.20,N/A
45.9000,31639,34731,81,882,22.51,24.20,N/A
45.9025,31645,34729,77,1256,22.51,24.20,N/A
45.9050,31636,34734,85,1546,22.51,24.20,N/A
45.9075,31643,34726,85,1438,22.51,24.20,N/A
45.9100,31640,34738,79,1141,22.51,24.20,N/A
45.9125,31635,34730,82,1195,22.51,24.20,N/A
45.9150,31627,34710,93,1345,22.51,24.20,N/A
45.9175,31632,34711,80,1220,22.51,24.20,N/A
45.9200,31636,34716,101,1129,22.51,24.20,N/A
45.9225,31625,34722,79,1250,22.51,24.20,N/A
45.9250,31625,34740,78,1371,22.51,24.20,N/A
45.9275,31649,34738,87,1365,22.51,24.20,N/A
45.9300,31645,34732,74,1396,22.51,24.20,N/A
45.9325,31649,34734,85,1228,22.51,24.20,N/A
45.9350,31638,34738,83,979,22.51,24.20,N/A
45.9375,31642,34740,66,868,22.51,24.20,N/A
45.9400,31651,34744,84,1130,22.51,24.20,N/A
45.9425,31635,34716,92,1446,22.51,24.20,N/A
45.9450,31639,34720,81,1629,22.51,24.20,N/A
45.9475,31642,34736,81,1568,22.51,24.20,N/A
45.9500,31643,34736,88,1410,22.51,24.20,N/A
45.9525,31637,34747,80,1260,22.51,24.20,N/A
45.9550,31640,34742,90,1120,22.51,24.20,N/A
45.9575,31644,34748,86,937,22.51,24.20,N/A
45.9600,31646,34745,85,933,22.51,24.20,N/A
45.9625,31653,34740,85,1154,22.51,24.20,N/A
45.9650,31634,34726,90,1379,22.51,24.20,N/A
45.9675,31649,34741,87,1445,22.51,24.20,N/A
45.9700,31641,34731,86,1505,22.51,24.20,N/A
45.9725,31638,34735,86,1241,22.51,24.20,N/A
45.9750,31641,34733,84,1097,22.51,24.20,N/A
45.9775,31646,34747,88,1083,22.51,24.20,N/A
45.9800,31644,34748,91,1092,22.51,24.20,N/A
45.9825,31657,34759,71,992,22.51,24.20,N/A
45.9850,31647,34755,83,1117,22.51,24.20,N/A
45.9875,31662,34758,80,1370,22.51,24.20,N/A
45.9900,31645,34764,89,1548,22.51,24.20,N/A
45.9925,31650,34756,95,1466,22.51,24.20,N/A
45.9950,31653,34746,77,1277,22.51,24.20,N/A
45.9975,31651,34744,87,1015,22.51,24.20,N/A
46.0000,31642,34756,77,1103,22.51,24.20,N/A
46.0025,31648,34764,87,1416,22.51,24.20,N/A
46.0050,31650,34751,83,1852,22.51,24.20,N/A
46.0075,31659,34766,80,2356,22.51,24.20,N/A
46.0100,31649,34769,88,2384,22.51,24.20,N/A
46.0125,31662,34771,82,2194,22.51,24.20,N/A
46.0150,31650,34769,79,2066,22.51,24.20,N/A
46.0175,31642,34770,79,2013,22.51,24.20,N/A
46.0200,31656,34756,94,1985,22.51,24.20,N/A
46.0225,31651,34752,78,1938,22.51,24.20,N/A
46.0250,31645,34739,89,1959,22.51,24.20,N/A
46.0275,31653,34764,90,1931,22.51,24.20,N/A
46.0300,31644,34769,83,1424,22.51,24.20,N/A
46.0325,31665,34778,79,971,22.51,24.20,N/A
46.0350,31654,34769,82,271,22.51,24.20,N/A
46.0375,31651,34771,84,144,22.51,24.20,N/A
46.0400,31647,34764,83,320,22.51,24.20,N/A
46.0425,31651,34754,82,486,22.51,24.20,N/A
46.0450,31658,34764,89,683,22.51,24.20,N/A
46.0475,31644,34755,97,875,22.51,24.20,N/A
46.0500,31646,34742,95,1150,22.51,24.20,N/A
46.0525,31633,34738,78,1114,22.51,24.20,N/A
46.0550,31641,34758,82,782,22.51,24.20,N/A
46.0575,31634,34752,81,710,22.51,24.20,N/A
46.0600,31649,34756,84,1080,22.51,24.20,N/A
46.0625,31645,34751,85,1344,22.51,24.20,N/A
46.0650,31638,34755,78,1534,22.51,24.20,N/A
46.0675,31646,34756,83,1546,22.51,24.20,N/A
46.0700,31647,34748,76,1169,22.51,24.20,N/A
46.0725,31636,34724,101,1164,22.51,24.20,N/A
46.0750,31643,34730,90,1053,22.51,24.20,N/A
46.0775,31650,34743,83,1165,22.51,24.20,N/A
46.0800,31633,34757,77,1388,22.51,24.20,N/A
46.0825,31644,34752,85,1389,22.51,24.20,N/A
46.0850,31648,34750,86,1256,22.51,24.20,N/A
46.0875,31654,34757,88,1338,22.51,24.20,N/A
46.0900,31650,34759,88,1471,22.51,24.20,N/A
46.0925,31653,34757,86,1357,22.51,24.20,N/A
46.0950,31651,34758,89,1064,22.51,24.20,N/A
46.0975,31648,34733,93,1092,22.51,24.20,N/A
46.1000,31651,34759,93,1192,22.51,24.20,N/A
46.1025,31640,34744,95,1402,22.51,24.20,N/A
46.1050,31645,34737,81,1654,22.51,24.20,N/A
46.1075,31649,34729,101,1627,22.51,24.20,N/A
46.1100,31663,34764,86,1644,22.51,24.20,N/A
46.1125,31643,34754,86,1418,22.51,24.20,N/A
46.1150,31654,34765,88,1032,22.51,24.20,N/A
46.1175,31645,34761,89,891,22.51,24.20,N/A
46.1200,31659,34770,77,1219,22.51,24.20,N/A
46.1225,31650,34776,82,1282,22.51,24.20,N/A
46.1250,31642,34744,90,1366,22.51,24.20,N/A
46.1275,31641,34744,95,1586,22.51,24.20,N/A
46.1300,31645,34739,83,1548,22.51,24.20,N/A
46.1325,31655,34744,91,1505,22.51,24.20,N/A
46.1350,31645,34770,80,1091,22.51,24.20,N/A
46.1375,31648,34777,88,863,22.51,24.20,N/A
46.1400,31664,34781,85,816,22.51,24.20,N/A
46.1425,31658,34780,86,1067,22.51,24.20,N/A
46.1450,31664,34781,89,1644,22.51,24.20,N/A
46.1475,31657,34777,81,1669,22.51,24.20,N/A
46.1500,31670,34780,82,1569,22.51,24.20,N/A
46.1525,31665,34764,94,1256,22.51,24.20,N/A
46.1550,31654,34771,69,1122,22.51,24.20,N/A
46.1575,31663,34774,88,1233,22.51,24.20,N/A
46.1600,31652,34775,92,1296,22.51,24.20,N/A
46.1625,31657,34788,98,1400,22.51,24.20,N/A
46.1650,31659,34790,85,1544,22.51,24.20,N/A
46.1675,31664,34784,90,1640,22.51,24.20,N/A
46.1700,31667,34802,89,1546,22.51,24.20,N/A
46.1725,31666,34789,81,1290,22.51,24.20,N/A
46.1750,31665,34787,85,1100,22.51,24.20,N/A
46.1775,31676,34779,84,1054,22.51,24.20,N/A
46.1800,31650,34778,99,1115,22.51,24.20,N/A
46.1825,31655,34775,97,1440,22.51,24.20,N/A
46.1850,31653,34773,95,1719,22.51,24.20,N/A
46.1875,31663,34783,79,1776,22.51,24.20,N/A
46.1900,31660,34792,77,1489,22.51,24.20,N/A
46.1925,31675,34794,82,1280,22.51,24.20,N/A
46.1950,31666,34791,84,1113,22.51,24.20,N/A
46.1975,31667,34789,93,1005,22.51,24.20,N/A
46.2000,31659,34796,83,1198,22.51,24.20,N/A
46.2025,31665,34793,82,1313,22.51,24.20,N/A
46.2050,31656,34778,100,1206,22.51,24.20,N/A
46.2075,31650,34769,93,1381,22.51,24.20,N/A
46.2100,31655,34785,87,1571,22.51,24.20,N/A
46.2125,31653,34794,77,1632,22.51,24.20,N/A
46.2150,31670,34800,91,1448,22.51,24.20,N/A
46.2175,31669,34811,74,975,22.51,24.20,N/A
46.2200,31680,34799,84,1074,22.51,24.20,N/A
46.2225,31666,34797,88,1336,22.51,24.20,N/A
46.2250,31672,34804,84,1480,22.51,24.20,N/A
46.2275,31669,34805,88,1444,22.51,24.20,N/A
46.2300,31670,34777,103,1442,22.51,24.20,N/A
46.2325,31672,34780,92,1306,22.51,24.20,N/A
46.2350,31666,34790,94,1321,22.51,24.20,N/A
46.2375,31667,34783,85,1305,22.51,24.20,N/A
46.2400,31659,34779,96,1405,22.51,24.20,N/A
46.2425,31671,34805,88,1632,22.51,24.20,N/A
46.2450,31667,34801,96,1671,22.51,24.20,N/A
46.2475,31678,34815,85,1564,22.51,24.20,N/A
46.2500,31664,34810,85,1428,22.51,24.20,N/A
46.2525,31675,34802,85,1217,22.51,24.20,N/A
46.2550,31683,34795,83,1232,22.51,24.20,N/A
46.2575,31665,34774,90,1366,22.51,24.20,N/A
46.2600,31661,34779,90,1424,22.51,24.20,N/A
46.2625,31667,34766,84,1651,22.51,24.20,N/A
46.2650,31655,34783,89,1852,22.51,24.20,N/A
46.2675,31653,34794,89,1806,22.51,24.20,N/A
46.2700,31659,34783,84,1678,22.51,24.20,N/A
46.2725,31669,34794,92,1458,22.51,24.20,N/A
46.2750,31659,34791,102,1350,22.51,24.20,N/A
46.2775,31657,34779,80,1308,22.51,24.20,N/A
46.2800,31648,34788,98,1303,22.51,24.20,N/A
46.2825,31671,34783,79,1396,22.51,24.20,N/A
46.2850,31663,34764,102,1579,22.51,24.20,N/A
46.2875,31653,34752,99,1740,22.51,24.20,N/A
46.2900,31642,34746,91,1602,22.51,24.20,N/A
46.2925,31645,34756,85,1369,22.51,24.20,N/A
46.2950,31644,34764,81,1139,22.51,24.20,N/A
46.2975,31657,34769,89,1026,22.51,24.20,N/A
46.3000,31653,34763,83,1240,22.51,24.20,N/A
46.3025,31652,34766,80,1402,22.51,24.20,N/A
46.3050,31645,34751,89,1633,22.51,24.20,N/A
46.3075,31645,34760,78,1515,22.51,24.20,N/A
46.3100,31647,34757,84,1285,22.51,24.20,N/A
46.3125,31634,34729,110,1226,22.51,24.20,N/A
46.3150,31639,34735,88,887,22.51,24.20,N/A
46.3175,31631,34719,91,1026,22.51,24.20,N/A
46.3200,31642,34724,79,1513,22.51,24.20,N/A
46.3225,31613,34758,85,1478,22.51,24.20,N/A
46.3250,31646,34718,68,1318,22.51,24.20,N/A
46.3275,31671,34734,89,1446,22.51,24.20,N/A
46.3300,31636,34738,60,1353,22.51,24.20,N/A
46.3325,31636,34729,62,1003,22.51,24.20,N/A
46.3350,31639,34704,93,729,22.51,24.20,N/A
46.3375,31638,34729,95,786,22.51,24.20,N/A
46.3400,31617,34732,94,1038,22.51,24.20,N/A
46.3425,31620,34752,58,1173,22.51,24.20,N/A
46.3450,31638,34738,65,1232,22.51,24.20,N/A
46.3475,31652,34725,79,1299,22.51,24.20,N/A
46.3500,31633,34745,102,1181,22.51,24.20,N/A
46.3525,31638,34703,84,902,22.51,24.20,N/A
46.3550,31643,34691,65,808,22.51,24.20,N/A
46.3575,31617,34763,67,840,22.51,24.20,N/A
46.3600,31648,34788,98,828,22.51,24.20,N/A
46.3625,31655,34691,88,847,22.51,24.20,N/A
46.3650,31635,34704,99,1124,22.51,24.20,N/A
46.3675,31639,34698,99,1052,22.51,24.20,N/A
46.3700,31633,34712,87,865,22.51,24.20,N/A
46.3725,31639,34724,88,982,22.51,24.10,N/A
46.3750,31642,34735,99,1233,22.51,24.10,N/A
46.3775,31638,34717,87,1169,22.51,24.10,N/A
46.3800,31641,34735,83,1017,22.51,24.10,N/A
46.3825,31628,34733,74,1145,22.51,24.10,N/A
46.3850,31643,34728,83,1208,22.51,24.10,N/A
46.3875,31632,34728,68,1117,22.51,24.10,N/A
46.3900,31625,34712,115,947,22.51,24.10,N/A
46.3925,31643,34708,92,889,22.51,24.10,N/A
46.3950,31630,34700,79,1045,22.51,24.10,N/A
46.3975,31638,34716,84,868,22.51,24.10,N/A
46.4000,31637,34720,79,723,22.51,24.10,N/A
46.4025,31623,34724,68,898,22.51,24.10,N/A
46.4050,31646,34721,97,1296,22.51,24.10,N/A
46.4075,31623,34715,95,1542,22.51,24.10,N/A
46.4100,31642,34724,83,1430,22.51,24.10,N/A
46.4125,31632,34714,75,1013,22.51,24.10,N/A
46.4150,31641,34717,77,962,22.51,24.10,N/A
46.4175,31630,34700,92,990,22.51,24.10,N/A
46.4200,31633,34706,85,1120,22.51,24.10,N/A
46.4225,31626,34687,91,1244,22.51,24.10,N/A
46.4250,31625,34700,80,1438,22.51,24.10,N/A
46.4275,31623,34711,95,1380,22.51,24.10,N/A
46.4300,31631,34717,75,1150,22.51,24.10,N/A
46.4325,31623,34711,78,810,22.51,24.10,N/A
46.4350,31632,34708,88,813,22.51,24.10,N/A
46.4375,31635,34710,79,1037,22.51,24.10,N/A
46.4400,31636,34709,78,1191,22.51,24.10,N/A
46.4425,31624,34702,88,1297,22.51,24.10,N/A
46.4450,31631,34697,105,1428,22.51,24.10,N/A
46.4475,31619,34685,85,1416,22.51,24.10,N/A
46.4500,31615,34679,89,1276,22.51,24.10,N/A
46.4525,31612,34698,86,1010,22.51,24.10,N/A
46.4550,31616,34707,80,893,22.51,24.10,N/A
