Time (s),PPG_RED_RAW,PPG_IR_RAW,PPG_GREEN_RAW,ECG_RAW,T_AMBIENT,T_OBJECT,HR_GT
57.1875,30527,34050,84,21,22.35,23.97,N/A
57.1900,30506,34040,90,583,22.35,23.97,N/A
57.1925,30519,34045,91,2682,22.35,23.97,N/A
57.1950,30519,34059,82,4095,22.35,23.97,N/A
57.1975,30516,34052,81,4080,22.35,23.97,N/A
57.2000,30525,34060,77,916,22.35,23.97,N/A
57.2025,30522,34055,85,270,22.35,23.97,N/A
57.2050,30518,34056,74,48,22.35,23.97,N/A
57.2075,30514,34064,87,23,22.35,23.97,N/A
57.2100,30521,34065,81,1458,22.35,23.97,N/A
57.2125,30510,34049,73,3761,22.35,23.97,N/A
57.2150,30487,34091,74,4095,22.35,23.97,N/A
57.2175,30493,34061,77,3000,22.35,23.97,N/A
57.2200,30544,34048,64,508,22.35,23.97,N/A
57.2225,30516,34044,56,149,22.35,23.97,N/A
57.2250,30517,34015,95,23,22.35,23.97,N/A
57.2275,30494,34067,84,9,22.35,23.97,N/A
57.2300,30500,34084,62,604,22.35,23.97,N/A
57.2325,30538,34060,77,3856,22.35,23.97,N/A
57.2350,30531,34050,75,4095,22.35,23.97,N/A
57.2375,30512,34067,88,2904,22.35,23.97,N/A
57.2400,30508,34043,97,878,22.35,23.97,N/A
57.2425,30515,34022,72,141,22.35,23.97,N/A
57.2450,30500,34051,60,47,22.35,23.97,N/A
57.2475,30522,34023,76,13,22.35,23.97,N/A
57.2500,30519,34035,94,577,22.35,23.97,N/A
57.2525,30525,34033,92,3859,22.35,23.97,N/A
57.2550,30506,34033,92,4095,22.35,23.97,N/A
57.2575,30511,34058,91,4095,22.36,23.97,N/A
57.2600,30518,34064,78,968,22.36,23.97,N/A
57.2625,30522,34066,81,154,22.36,23.97,N/A
57.2650,30520,34065,80,51,22.36,23.97,N/A
57.2675,30501,34059,101,16,22.36,23.97,N/A
57.2700,30510,34054,90,681,22.36,23.97,N/A
57.2725,30505,34055,86,3891,22.36,23.97,N/A
57.2750,30506,34065,80,4095,22.36,23.97,N/A
57.2775,30505,34069,87,2890,22.36,23.97,N/A
57.2800,30513,34073,79,884,22.36,23.97,N/A
57.2825,30513,34062,71,141,22.36,23.97,N/A
57.2850,30511,34065,77,41,22.36,23.97,N/A
57.2875,30519,34069,83,12,22.36,23.97,N/A
57.2900,30519,34059,88,649,22.36,23.97,N/A
57.2925,30515,34071,95,4095,22.36,23.97,N/A
57.2950,30509,34048,83,4095,22.36,23.97,N/A
57.2975,30504,34048,91,2893,22.36,23.97,N/A
57.3000,30512,34058,79,877,22.36,23.97,N/A
57.3025,30505,34070,84,148,22.36,23.97,N/A
57.3050,30523,34077,86,44,22.36,23.97,N/A
57.3075,30521,34083,82,13,22.36,23.97,N/A
57.3100,30516,34066,93,578,22.36,23.97,N/A
57.3125,30524,34076,83,3969,22.36,23.97,N/A
57.3150,30527,34076,81,4095,22.36,23.97,N/A
57.3175,30513,34054,96,2960,22.36,23.97,N/A
57.3200,30501,34064,106,913,22.36,23.97,N/A
57.3225,30505,34062,86,144,22.36,23.97,N/A
57.3250,30516,34067,92,49,22.36,23.97,N/A
57.3275,30512,34080,79,16,22.36,23.97,N/A
57.3300,30527,34085,86,573,22.36,23.97,N/A
57.3325,30516,34081,88,3720,22.36,23.97,N/A
57.3350,30519,34087,87,4095,22.36,23.97,N/A
57.3375,30524,34088,75,2992,22.36,23.97,N/A
57.3400,30520,34076,72,926,22.36,23.97,N/A
57.3425,30513,34087,84,155,22.36,23.97,N/A
57.3450,30509,34076,94,46,22.36,23.97,N/A
57.3475,30513,34076,85,10,22.36,23.97,N/A
57.3500,30521,34067,90,552,22.36,23.97,N/A
57.3525,30509,34080,92,3839,22.36,23.97,N/A
57.3550,30505,34079,90,4095,22.36,23.97,N/A
57.3575,30509,34076,84,3140,22.36,23.97,N/A
57.3600,30516,34069,88,983,22.36,23.97,N/A
57.3625,30513,34062,92,156,22.36,23.97,N/A
57.3650,30509,34086,91,52,22.36,23.97,N/A
57.3675,30524,34088,72,20,22.36,23.97,N/A
57.3700,30528,34088,86,604,22.36,23.97,N/A
57.3725,30504,34071,89,3844,22.36,23.97,N/A
57.3750,30509,34064,86,4095,22.36,23.97,N/A
57.3775,30510,34068,85,2762,22.36,23.97,N/A
57.3800,30503,34075,76,838,22.36,23.97,N/A
57.3825,30514,34079,91,144,22.36,23.97,N/A
57.3850,30517,34081,72,43,22.36,23.97,N/A
57.3875,30523,34084,84,12,22.36,23.97,N/A
57.3900,30525,34080,90,562,22.36,23.97,N/A
57.3925,30515,34092,80,3833,22.36,23.97,N/A
57.3950,30513,34064,103,4095,22.36,23.97,N/A
57.3975,30521,34076,89,3070,22.36,23.97,N/A
57.4000,30511,34075,80,514,22.36,23.97,N/A
57.4025,30518,34078,98,155,22.36,23.97,N/A
57.4050,30503,34081,87,30,22.36,23.97,N/A
57.4075,30513,34077,84,11,22.36,23.97,N/A
57.4100,30525,34089,88,1702,22.36,23.97,N/A
57.4125,30514,34084,86,4000,22.36,23.97,N/A
57.4150,30523,34097,86,4095,22.36,23.97,N/A
57.4175,30527,34096,88,2861,22.36,23.97,N/A
57.4200,30518,34098,85,470,22.36,23.97,N/A
57.4225,30519,34078,95,140,22.36,23.97,N/A
57.4250,30522,34073,76,28,22.36,23.97,N/A
57.4275,30514,34093,88,14,22.36,23.97,N/A
57.4300,30513,34091,93,1456,22.36,23.97,N/A
57.4325,30516,34097,82,3920,22.36,23.97,N/A
57.4350,30528,34107,74,4095,22.36,23.97,N/A
57.4375,30528,34101,82,2816,22.36,23.97,N/A
57.4400,30522,34108,82,471,22.36,23.97,N/A
57.4425,30527,34108,80,142,22.36,23.97,N/A
57.4450,30521,34106,86,28,22.36,23.97,N/A
57.4475,30513,34101,80,14,22.36,23.97,N/A
57.4500,30513,34084,96,1486,22.36,23.97,N/A
57.4525,30514,34072,104,3808,22.36,23.97,N/A
57.4550,30513,34097,91,4095,22.36,23.97,N/A
57.4575,30517,34097,84,2812,22.36,23.97,N/A
57.4600,30520,34111,92,466,22.36,23.97,N/A
57.4625,30521,34101,94,137,22.36,23.97,N/A
57.4650,30522,34097,80,27,22.36,23.97,N/A
57.4675,30513,34103,85,10,22.36,23.97,N/A
57.4700,30516,34092,88,1350,22.36,23.97,N/A
57.4725,30507,34090,96,3702,22.36,23.97,N/A
57.4750,30509,34089,101,4095,22.36,23.97,N/A
57.4775,30515,34082,88,3012,22.36,23.97,N/A
57.4800,30525,34081,93,495,22.36,23.97,N/A
57.4825,30514,34081,75,148,22.36,23.97,N/A
57.4850,30508,34103,78,34,22.36,23.97,N/A
57.4875,30514,34099,84,19,22.36,23.97,N/A
57.4900,30516,34096,93,1143,22.36,23.97,N/A
57.4925,30506,34101,87,3508,22.36,23.97,N/A
57.4950,30508,34084,96,4095,22.36,23.97,N/A
57.4975,30513,34077,96,3022,22.36,23.97,N/A
57.5000,30511,34097,98,509,22.36,23.97,N/A
57.5025,30510,34092,100,152,22.36,23.97,N/A
57.5050,30512,34112,88,32,22.36,23.97,N/A
57.5075,30510,34094,92,13,22.36,23.97,N/A
57.5100,30512,34117,97,1330,22.36,23.97,N/A
57.5125,30508,34122,74,3730,22.36,23.97,N/A
57.5150,30524,34130,80,4095,22.36,23.97,N/A
57.5175,30517,34125,82,2964,22.36,23.97,N/A
57.5200,30515,34122,96,494,22.36,23.97,N/A
57.5225,30530,34127,86,85,22.36,23.97,N/A
57.5250,30525,34136,79,36,22.36,23.97,N/A
57.5275,30513,34119,88,22,22.36,23.97,N/A
57.5300,30507,34115,93,1280,22.36,23.97,N/A
57.5325,30510,34119,85,4095,22.36,23.97,N/A
57.5350,30517,34138,80,4095,22.36,23.97,N/A
57.5375,30514,34135,94,2560,22.36,23.97,N/A
57.5400,30514,34143,86,761,22.36,23.97,N/A
57.5425,30512,34142,84,122,22.36,23.97,N/A
57.5450,30508,34129,85,40,22.36,23.97,N/A
57.5475,30519,34138,82,233,22.36,23.97,N/A
57.5500,30517,34140,91,1914,22.36,23.97,N/A
57.5525,30506,34131,84,4095,22.36,23.97,N/A
57.5550,30507,34120,100,4095,22.36,23.97,N/A
57.5575,30503,34112,92,1661,22.36,23.97,N/A
57.5600,30502,34116,90,483,22.36,23.97,N/A
57.5625,30498,34137,86,86,22.36,23.97,N/A
57.5650,30512,34140,89,29,22.36,23.97,N/A
57.5675,30508,34132,82,12,22.36,23.97,N/A
57.5700,30512,34133,75,644,22.36,23.97,N/A
57.5725,30517,34132,71,4095,22.36,23.97,N/A
57.5750,30514,34140,73,4095,22.36,23.97,N/A
57.5775,30500,34116,96,1548,22.36,23.97,N/A
57.5800,30497,34125,102,448,22.36,23.97,N/A
57.5825,30501,34121,86,75,22.36,23.97,N/A
57.5850,30503,34127,86,27,22.36,23.97,N/A
57.5875,30509,34134,87,16,22.36,23.97,N/A
57.5900,30508,34142,83,1184,22.36,23.97,N/A
57.5925,30517,34150,72,4095,22.36,23.97,N/A
57.5950,30500,34143,80,4095,22.36,23.97,N/A
57.5975,30518,34147,83,1608,22.36,23.97,N/A
57.6000,30509,34150,79,460,22.36,23.97,N/A
57.6025,30516,34151,79,76,22.36,23.97,N/A
57.6050,30503,34157,88,29,22.36,23.97,N/A
57.6075,30505,34147,91,17,22.36,23.97,N/A
57.6100,30501,34143,89,1216,22.36,23.97,N/A
57.6125,30500,34155,101,4095,22.36,23.97,N/A
57.6150,30498,34154,82,4095,22.36,23.97,N/A
57.6175,30512,34174,79,1510,22.36,23.97,N/A
57.6200,30506,34177,74,443,22.36,23.97,N/A
57.6225,30507,34174,87,71,22.36,23.97,N/A
57.6250,30508,34178,81,33,22.36,23.97,N/A
57.6275,30509,34173,89,9,22.36,23.97,N/A
57.6300,30508,34174,96,1010,22.36,23.97,N/A
57.6325,30504,34168,102,4095,22.36,23.97,N/A
57.6350,30491,34163,99,4095,22.36,23.97,N/A
57.6375,30502,34176,83,1706,22.36,23.97,N/A
57.6400,30502,34168,90,498,22.36,23.97,N/A
57.6425,30511,34183,80,83,22.36,23.97,N/A
57.6450,30495,34185,87,32,22.36,23.97,N/A
57.6475,30506,34194,82,26,22.36,23.97,N/A
57.6500,30505,34194,73,1116,22.36,23.97,N/A
57.6525,30501,34191,82,4095,22.36,23.97,N/A
57.6550,30492,34168,99,3952,22.36,23.97,N/A
57.6575,30509,34175,95,1576,22.36,23.97,N/A
57.6600,30498,34179,80,242,22.36,23.97,N/A
57.6625,30498,34194,99,76,22.36,23.97,N/A
57.6650,30503,34185,87,18,22.36,23.97,N/A
57.6675,30504,34184,89,14,22.36,23.97,N/A
57.6700,30503,34178,84,2220,22.36,23.97,N/A
57.6725,30516,34189,93,4095,22.36,23.97,N/A
57.6750,30511,34188,82,4095,22.36,23.97,N/A
57.6775,30512,34189,79,1696,22.36,23.97,N/A
57.6800,30512,34186,76,265,22.36,23.97,N/A
57.6825,30496,34178,97,81,22.36,23.97,N/A
57.6850,30505,34175,94,17,22.36,23.97,N/A
57.6875,30508,34163,78,27,22.36,23.97,N/A
57.6900,30499,34174,82,2397,22.36,23.97,N/A
57.6925,30503,34191,81,4095,22.36,23.97,N/A
57.6950,30515,34199,83,4095,22.36,23.97,N/A
57.6975,30515,34184,81,1715,22.36,23.97,N/A
57.7000,30513,34190,74,272,22.36,23.97,N/A
57.7025,30516,34195,84,84,22.36,23.97,N/A
57.7050,30505,34203,86,22,22.36,23.97,N/A
57.7075,30498,34188,98,32,22.36,23.97,N/A
57.7100,30503,34172,94,2352,22.36,23.97,N/A
57.7125,30507,34160,79,4095,22.36,23.97,N/A
57.7150,30502,34194,80,4095,22.36,23.97,N/A
57.7175,30499,34196,86,1794,22.36,23.97,N/A
57.7200,30514,34202,87,276,22.36,23.97,N/A
57.7225,30509,34187,79,83,22.36,23.97,N/A
57.7250,30507,34196,82,18,22.36,23.97,N/A
57.7275,30509,34198,89,35,22.36,23.97,N/A
57.7300,30505,34181,82,2393,22.36,23.97,N/A
57.7325,30499,34184,94,4095,22.36,23.97,N/A
57.7350,30505,34174,81,4095,22.36,23.97,N/A
57.7375,30501,34184,95,1838,22.36,23.97,N/A
57.7400,30502,34184,85,294,22.36,23.97,N/A
57.7425,30504,34191,93,88,22.36,23.97,N/A
57.7450,30502,34199,90,24,22.36,23.97,N/A
57.7475,30505,34191,85,56,22.36,23.97,N/A
57.7500,30496,34204,84,2450,22.36,23.97,N/A
57.7525,30506,34191,91,4095,22.36,23.97,N/A
57.7550,30495,34185,89,4095,22.36,23.97,N/A
57.7575,30497,34166,95,596,22.36,23.97,N/A
57.7600,30492,34184,81,177,22.36,23.97,N/A
57.7625,30472,34182,81,57,22.36,23.97,N/A
57.7650,30522,34188,98,16,22.36,23.97,N/A
57.7675,30530,34186,92,455,22.36,23.97,N/A
57.7700,30495,34167,58,3768,22.36,23.97,N/A
57.7725,30483,34181,49,4095,22.36,23.97,N/A
57.7750,30496,34146,98,3285,22.36,23.97,N/A
57.7775,30473,34189,65,1048,22.36,23.97,N/A
57.7800,30474,34193,71,160,22.36,23.97,N/A
57.7825,30527,34165,81,54,22.36,23.97,N/A
57.7850,30497,34165,73,21,22.36,23.97,N/A
57.7875,30486,34157,104,624,22.36,23.97,N/A
57.7900,30493,34154,88,2669,22.36,23.97,N/A
57.7925,30481,34140,81,4095,22.36,23.97,N/A
57.7950,30484,34129,81,4095,22.36,23.97,N/A
57.7975,30472,34171,67,1078,22.36,23.97,N/A
57.8000,30514,34202,87,321,22.36,23.97,N/A
57.8025,30509,34187,79,53,22.36,23.97,N/A
57.8050,30504,34142,90,20,22.36,23.97,N/A
57.8075,30484,34128,92,568,22.36,23.97,N/A
57.8100,30474,34147,84,2611,22.35,24.02,N/A
57.8125,30470,34155,83,4095,22.35,24.02,N/A
57.8150,30470,34137,87,4095,22.35,24.02,N/A
57.8175,30467,34148,71,1098,22.35,24.02,N/A
57.8200,30472,34151,82,318,22.35,24.02,N/A
57.8225,30487,34158,81,57,22.35,24.02,N/A
57.8250,30478,34150,84,26,22.35,24.02,N/A
57.8275,30483,34154,85,664,22.35,24.02,N/A
57.8300,30466,34157,91,2663,22.35,24.02,N/A
57.8325,30476,34159,76,4095,22.35,24.02,N/A
57.8350,30472,34150,105,4095,22.35,24.02,N/A
57.8375,30467,34136,93,1040,22.35,24.02,N/A
57.8400,30470,34138,77,297,22.35,24.02,N/A
57.8425,30467,34158,92,45,22.35,24.02,N/A
57.8450,30472,34153,92,18,22.35,24.02,N/A
57.8475,30466,34151,91,481,22.35,24.02,N/A
57.8500,30483,34148,75,2656,22.35,24.02,N/A
57.8525,30463,34150,69,4095,22.35,24.02,N/A
57.8550,30466,34157,79,4095,22.35,24.02,N/A
57.8575,30464,34147,78,1029,22.35,24.02,N/A
57.8600,30457,34147,99,299,22.35,24.02,N/A
57.8625,30457,34133,93,54,22.35,24.02,N/A
57.8650,30462,34138,92,21,22.35,24.02,N/A
57.8675,30450,34139,78,305,22.35,24.02,N/A
57.8700,30458,34145,80,2170,22.35,24.02,N/A
57.8725,30466,34137,85,4095,22.35,24.02,N/A
57.8750,30452,34148,89,4095,22.35,24.02,N/A
57.8775,30464,34146,79,924,22.35,24.02,N/A
57.8800,30467,34143,70,272,22.35,24.02,N/A
57.8825,30459,34141,82,57,22.35,24.02,N/A
57.8850,30463,34131,85,24,22.35,24.02,N/A
57.8875,30454,34120,95,260,22.35,24.02,N/A
57.8900,30447,34125,70,2149,22.35,24.02,N/A
57.8925,30451,34124,85,4095,22.35,24.02,N/A
57.8950,30447,34127,89,4095,22.35,24.02,N/A
57.8975,30449,34140,79,938,22.35,24.02,N/A
57.9000,30442,34131,79,270,22.35,24.02,N/A
57.9025,30457,34140,80,39,22.35,24.02,N/A
57.9050,30456,34128,87,13,22.35,24.02,N/A
57.9075,30448,34135,79,401,22.35,24.02,N/A
57.9100,30449,34133,87,3560,22.35,24.02,N/A
57.9125,30449,34133,78,4095,22.35,24.02,N/A
57.9150,30444,34119,90,3070,22.35,24.02,N/A
57.9175,30437,34120,90,956,22.35,24.02,N/A
57.9200,30446,34133,92,154,22.35,24.02,N/A
57.9225,30446,34136,96,49,22.35,24.02,N/A
57.9250,30455,34139,82,13,22.35,24.02,N/A
57.9275,30454,34134,79,343,22.35,24.02,N/A
57.9300,30464,34136,74,3329,22.35,24.02,N/A
57.9325,30459,34137,87,4095,22.35,24.02,N/A
57.9350,30455,34133,77,3065,22.35,24.02,N/A
57.9375,30453,34133,89,948,22.35,24.02,N/A
57.9400,30445,34137,85,151,22.35,24.02,N/A
57.9425,30442,34127,93,52,22.35,24.02,N/A
57.9450,30442,34123,92,19,22.35,24.02,N/A
57.9475,30454,34139,86,387,22.35,24.02,N/A
57.9500,30451,34136,85,3628,22.35,24.02,N/A
57.9525,30449,34130,89,4095,22.35,24.02,N/A
57.9550,30444,34134,76,3098,22.35,24.02,N/A
57.9575,30451,34119,92,960,22.35,24.02,N/A
57.9600,30452,34132,84,144,22.35,24.02,N/A
57.9625,30449,34126,91,40,22.35,24.02,N/A
57.9650,30440,34108,86,13,22.35,24.02,N/A
57.9675,30447,34115,81,325,22.35,24.02,N/A
57.9700,30447,34127,88,3627,22.35,24.02,N/A
57.9725,30439,34119,95,4095,22.35,24.02,N/A
57.9750,30450,34119,75,3235,22.35,24.02,N/A
57.9775,30444,34121,69,1010,22.35,24.02,N/A
57.9800,30443,34122,83,160,22.35,24.02,N/A
57.9825,30442,34120,79,53,22.35,24.02,N/A
57.9850,30445,34118,78,14,22.35,24.02,N/A
57.9875,30439,34111,101,368,22.35,24.02,N/A
57.9900,30439,34104,95,3655,22.35,24.02,N/A
57.9925,30442,34091,86,4095,22.35,24.02,N/A
57.9950,30439,34098,92,3161,22.35,24.02,N/A
57.9975,30438,34102,84,980,22.35,24.02,N/A
58.0000,30437,34116,97,158,22.35,24.02,N/A
58.0025,30437,34114,88,56,22.35,24.02,N/A
58.0050,30439,34112,90,18,22.35,24.02,N/A
58.0075,30441,34123,81,363,22.35,24.02,N/A
58.0100,30453,34118,82,3504,22.35,24.02,N/A
58.0125,30445,34123,83,4095,22.35,24.02,N/A
58.0150,30437,34111,99,3362,22.35,24.02,N/A
58.0175,30436,34111,92,1123,22.35,24.02,N/A
58.0200,30435,34118,87,173,22.35,24.02,N/A
58.0225,30435,34122,82,53,22.35,24.02,N/A
58.0250,30436,34116,96,10,22.35,24.02,N/A
58.0275,30442,34094,101,451,22.35,24.02,N/A
58.0300,30445,34126,88,3652,22.35,24.02,N/A
58.0325,30443,34109,86,4095,22.35,24.02,N/A
58.0350,30436,34134,89,3376,22.35,24.02,N/A
58.0375,30435,34134,80,609,22.35,24.02,N/A
58.0400,30448,34138,86,184,22.35,24.02,N/A
58.0425,30447,34123,86,33,22.35,24.02,N/A
58.0450,30446,34121,87,17,22.35,24.02,N/A
58.0475,30447,34123,80,1221,22.35,24.02,N/A
58.0500,30446,34129,96,3645,22.35,24.02,N/A
58.0525,30443,34127,86,4095,22.35,24.02,N/A
58.0550,30444,34140,78,3308,22.35,24.02,N/A
58.0575,30444,34130,89,593,22.35,24.02,N/A
58.0600,30444,34144,79,176,22.35,24.02,N/A
58.0625,30440,34135,74,32,22.35,24.02,N/A
58.0650,30445,34135,86,19,22.35,24.02,N/A
58.0675,30449,34134,76,1340,22.35,24.02,N/A
58.0700,30433,34127,104,3789,22.35,24.02,N/A
58.0725,30436,34124,101,4095,22.35,24.02,N/A
58.0750,30432,34123,94,3193,22.35,24.02,N/A
58.0775,30431,34130,89,549,22.35,24.02,N/A
58.0800,30426,34145,91,155,22.35,24.02,N/A
58.0825,30445,34141,75,25,22.35,24.02,N/A
58.0850,30446,34151,71,6,22.35,24.02,N/A
58.0875,30443,34142,82,1254,22.35,24.02,N/A
58.0900,30434,34145,80,3577,22.35,24.02,N/A
58.0925,30439,34155,89,4095,22.35,24.02,N/A
58.0950,30437,34158,79,3278,22.35,24.02,N/A
58.0975,30430,34122,79,584,22.35,24.02,N/A
58.1000,30438,34139,75,176,22.35,24.02,N/A
58.1025,30430,34151,80,32,22.35,24.02,N/A
58.1050,30429,34151,91,20,22.35,24.02,N/A
58.1075,30435,34152,76,1033,22.35,24.02,N/A
58.1100,30440,34146,92,3392,22.35,24.02,N/A
58.1125,30434,34147,81,4095,22.35,24.02,N/A
58.1150,30440,34144,81,3474,22.35,24.02,N/A
58.1175,30429,34137,78,638,22.35,24.02,N/A
58.1200,30430,34123,88,188,22.35,24.02,N/A
58.1225,30417,34129,94,35,22.35,24.02,N/A
58.1250,30428,34115,88,14,22.35,24.02,N/A
58.1275,30429,34124,99,1376,22.35,24.02,N/A
58.1300,30424,34113,91,3612,22.35,24.02,N/A
58.1325,30432,34132,74,4095,22.35,24.02,N/A
58.1350,30418,34121,81,3293,22.35,24.02,N/A
58.1375,30428,34131,78,576,22.35,24.02,N/A
58.1400,30434,34124,84,171,22.35,24.02,N/A
58.1425,30430,34123,88,26,22.35,24.02,N/A
58.1450,30429,34121,87,8,22.35,24.02,N/A
58.1475,30415,34103,86,1483,22.35,24.02,N/A
58.1500,30423,34102,91,3711,22.35,24.02,N/A
58.1525,30420,34109,85,4095,22.35,24.02,N/A
58.1550,30419,34099,85,3152,22.35,24.02,N/A
58.1575,30420,34101,87,551,22.35,24.02,N/A
58.1600,30418,34102,74,162,22.35,24.02,N/A
58.1625,30411,34116,83,33,22.35,24.02,N/A
58.1650,30426,34112,79,16,22.35,24.02,N/A
58.1675,30428,34109,74,1320,22.35,24.02,N/A
58.1700,30428,34107,106,4095,22.35,24.02,N/A
58.1725,30419,34097,93,4095,22.35,24.02,N/A
58.1750,30421,34083,75,1981,22.35,24.02,N/A
58.1775,30425,34082,82,573,22.35,24.02,N/A
58.1800,30419,34090,96,96,22.35,24.02,N/A
58.1825,30418,34101,98,32,22.35,24.02,N/A
58.1850,30434,34100,81,16,22.35,24.02,N/A
58.1875,30429,34095,85,1102,22.35,24.02,N/A
58.1900,30423,34096,82,4095,22.35,24.02,N/A
58.1925,30424,34085,78,4095,22.35,24.02,N/A
58.1950,30428,34092,85,1886,22.35,24.02,N/A
58.1975,30423,34086,100,547,22.35,24.02,N/A
58.2000,30425,34071,105,88,22.35,24.02,N/A
58.2025,30422,34076,83,34,22.35,24.02,N/A
58.2050,30423,34075,81,4,22.35,24.02,N/A
58.2075,30419,34088,82,1133,22.35,24.02,N/A
58.2100,30423,34085,83,4095,22.35,24.02,N/A
58.2125,30428,34092,73,4095,22.35,24.02,N/A
58.2150,30426,34086,75,1897,22.35,24.02,N/A
58.2175,30430,34086,77,549,22.35,24.02,N/A
58.2200,30427,34095,79,91,22.35,24.02,N/A
58.2225,30430,34080,77,32,22.35,24.02,N/A
58.2250,30418,34078,88,24,22.35,24.02,N/A
58.2275,30428,34073,94,1088,22.35,24.02,N/A
58.2300,30430,34090,88,4095,22.35,24.02,N/A
58.2325,30420,34082,105,4095,22.35,24.02,N/A
58.2350,30434,34091,79,1952,22.35,24.02,N/A
58.2375,30429,34088,80,567,22.35,24.02,N/A
58.2400,30436,34083,88,92,22.35,24.02,N/A
58.2425,30426,34092,85,31,22.35,24.02,N/A
58.2450,30438,34087,83,16,22.35,24.02,N/A
58.2475,30416,34080,105,1134,22.35,24.02,N/A
58.2500,30423,34075,97,4095,22.35,24.02,N/A
58.2525,30427,34063,100,4095,22.35,24.02,N/A
58.2550,30428,34066,90,1854,22.35,24.02,N/A
58.2575,30420,34070,89,546,22.35,24.02,N/A
58.2600,30435,34088,84,86,22.35,24.02,N/A
58.2625,30432,34086,95,31,22.35,24.02,N/A
58.2650,30435,34077,79,28,22.35,24.02,N/A
58.2675,30431,34076,75,1280,22.35,24.02,N/A
58.2700,30432,34080,79,4095,22.35,24.02,N/A
58.2725,30435,34068,81,4095,22.35,24.02,N/A
58.2750,30424,34047,93,1733,22.35,24.02,N/A
58.2775,30418,34058,77,504,22.35,24.02,N/A
58.2800,30423,34062,84,85,22.35,24.02,N/A
58.2825,30427,34063,86,28,22.35,24.02,N/A
58.2850,30423,34060,91,16,22.35,24.02,N/A
58.2875,30417,34066,86,1139,22.35,24.02,N/A
58.2900,30429,34068,87,4095,22.35,24.02,N/A
58.2925,30424,34073,81,4095,22.35,24.02,N/A
58.2950,30426,34069,75,2032,22.35,24.02,N/A
58.2975,30431,34067,99,322,22.35,24.02,N/A
58.3000,30425,34059,94,99,22.35,24.02,N/A
58.3025,30422,34061,82,24,22.35,24.02,N/A
58.3050,30428,34070,99,34,22.35,24.02,N/A
58.3075,30422,34067,87,3540,22.35,24.02,N/A
58.3100,30419,34042,109,4095,22.35,24.02,N/A
58.3125,30417,34099,79,3381,22.35,24.02,N/A
58.3150,30396,34099,78,1142,22.35,24.02,N/A
58.3175,30449,34064,90,182,22.35,24.02,N/A
58.3200,30457,34069,75,54,22.35,24.02,N/A
58.3225,30426,34092,50,17,22.35,24.02,N/A
58.3250,30427,34065,85,362,22.35,24.02,N/A
58.3275,30438,34068,75,2267,22.35,24.02,N/A
58.3300,30421,34080,88,4095,22.35,24.02,N/A
58.3325,30415,34104,79,4095,22.35,24.02,N/A
58.3350,30418,34077,57,1078,22.35,24.02,N/A
58.3375,30452,34090,81,314,22.35,24.02,N/A
58.3400,30432,34095,87,54,22.35,24.02,N/A
58.3425,30425,34056,88,21,22.35,24.02,N/A
58.3450,30431,34058,63,37,22.35,24.02,N/A
58.3475,30403,34096,69,2434,22.35,24.02,N/A
58.3500,30432,34080,79,4095,22.35,24.02,N/A
58.3525,30465,34069,86,4095,22.35,24.02,N/A
58.3550,30456,34071,90,2201,22.35,24.02,N/A
58.3575,30447,34060,112,345,22.35,24.02,N/A
58.3600,30426,34062,96,103,22.35,24.02,N/A
58.3625,30432,34096,98,22,22.32,23.98,N/A
58.3650,30432,34112,87,30,22.32,23.98,N/A
58.3675,30436,34103,88,2462,22.32,23.98,N/A
58.3700,30437,34104,87,4095,22.32,23.98,N/A
58.3725,30437,34105,84,4095,22.32,23.98,N/A
58.3750,30431,34092,105,2322,22.32,23.98,N/A
58.3775,30435,34085,96,368,22.32,23.98,N/A
58.3800,30432,34095,96,109,22.32,23.98,N/A
58.3825,30423,34093,96,23,22.32,23.98,N/A
58.3850,30438,34089,100,13,22.32,23.98,N/A
58.3875,30428,34111,91,2265,22.32,23.98,N/A
58.3900,30434,34104,87,4095,22.32,23.98,N/A
58.3925,30437,34096,77,4095,22.32,23.98,N/A
58.3950,30425,34097,92,2228,22.32,23.98,N/A
58.3975,30432,34110,87,346,22.32,23.98,N/A
58.4000,30435,34108,79,105,22.32,23.98,N/A
58.4025,30434,34097,89,21,22.32,23.98,N/A
58.4050,30422,34094,81,32,22.32,23.98,N/A
58.4075,30417,34082,103,2398,22.32,23.98,N/A
58.4100,30436,34086,87,4095,22.32,23.98,N/A
58.4125,30418,34099,83,4095,22.32,23.98,N/A
58.4150,30433,34096,77,2028,22.32,23.98,N/A
58.4175,30427,34102,85,318,22.32,23.98,N/A
58.4200,30430,34094,92,46,22.32,23.98,N/A
58.4225,30421,34089,90,22,22.32,23.98,N/A
58.4250,30425,34080,88,403,22.32,23.98,N/A
58.4275,30429,34082,89,2364,22.32,23.98,N/A
58.4300,30428,34079,98,4095,22.32,23.98,N/A
58.4325,30429,34091,102,4095,22.32,23.98,N/A
58.4350,30427,34083,82,1156,22.32,23.98,N/A
58.4375,30422,34097,78,342,22.32,23.98,N/A
58.4400,30432,34098,81,60,22.32,23.98,N/A
58.4425,30439,34106,81,25,22.32,23.98,N/A
58.4450,30433,34095,81,442,22.32,23.98,N/A
58.4475,30435,34098,75,2367,22.32,23.98,N/A
58.4500,30441,34089,81,4095,22.32,23.98,N/A
58.4525,30433,34088,92,4095,22.32,23.98,N/A
