record,start_seconds,end_seconds,spo2_ref,spo2_est,pi_red,pi_ir,ppg_hr
s10_sit,0.0,30.0,96.5,98.11,1.15,2.58,73.23
s10_sit,10.0,40.0,96.5,98.08,0.96,2.1,75.52
s10_sit,20.0,50.0,96.5,98.07,0.63,1.35,78.21
s10_sit,30.0,60.0,96.5,98.06,0.35,0.75,82.85
s10_sit,40.0,70.0,96.5,98.06,0.27,0.57,86.21
s10_sit,50.0,80.0,96.5,98.06,0.26,0.55,85.45
s10_sit,60.0,90.0,96.5,98.04,0.32,0.67,81.94
s10_sit,70.0,100.0,96.5,98.05,0.44,0.93,77.24
s10_sit,80.0,110.0,96.5,98.07,0.58,1.27,73.0
s10_sit,90.0,120.0,96.5,98.08,0.8,1.74,70.25
s10_sit,100.0,130.0,96.5,98.11,0.96,2.15,68.72
s10_sit,110.0,140.0,96.5,98.13,1.02,2.32,70.74
s10_sit,120.0,150.0,96.5,98.13,0.87,1.98,77.28
s10_sit,130.0,160.0,96.5,98.12,0.67,1.52,80.87
s10_sit,140.0,170.0,96.5,98.11,0.67,1.51,78.89
s10_sit,150.0,180.0,96.5,98.1,0.62,1.39,77.35
s10_sit,160.0,190.0,96.5,98.11,0.76,1.71,74.94
s10_sit,170.0,200.0,96.5,98.11,0.83,1.86,74.41
s10_sit,180.0,210.0,96.5,98.12,1.07,2.44,70.16
s10_sit,190.0,220.0,96.5,98.13,1.2,2.74,68.07
s10_sit,200.0,230.0,96.5,98.13,1.29,2.94,66.14
s10_sit,210.0,240.0,96.5,98.12,1.31,2.96,67.17
s10_sit,220.0,250.0,96.5,98.11,1.32,2.96,68.68
s10_sit,230.0,260.0,96.5,98.11,1.22,2.73,72.9
s10_sit,240.0,270.0,96.5,98.1,1.19,2.66,73.93
s10_sit,250.0,280.0,96.5,98.1,1.16,2.59,76.21
s10_sit,260.0,290.0,96.5,98.1,1.26,2.79,74.82
s10_sit,270.0,300.0,96.5,98.1,1.21,2.69,76.16
s10_sit,280.0,310.0,96.5,98.1,1.18,2.63,74.62
s10_sit,290.0,320.0,96.5,98.1,1.2,2.66,73.9
s10_sit,300.0,330.0,96.5,98.1,1.21,2.68,74.88
s10_sit,310.0,340.0,96.5,98.1,1.1,2.45,78.21
s10_sit,320.0,350.0,96.5,98.1,1.11,2.47,78.24
s10_sit,330.0,360.0,96.5,98.1,1.17,2.6,75.72
s10_sit,340.0,370.0,96.5,98.1,1.27,2.82,72.47
s10_sit,350.0,380.0,96.5,98.1,1.31,2.91,70.94
s10_sit,360.0,390.0,96.5,98.1,1.29,2.85,71.2
s10_sit,370.0,400.0,96.5,98.1,1.21,2.67,71.65
s10_sit,380.0,410.0,96.5,98.1,1.15,2.56,73.96
s10_sit,390.0,420.0,96.5,98.09,1.19,2.62,75.43
s10_sit,400.0,430.0,96.5,98.08,1.24,2.73,76.58
s10_sit,410.0,440.0,96.5,98.1,1.27,2.82,74.37
s10_sit,420.0,450.0,96.5,98.09,1.3,2.84,73.74
s10_sit,430.0,460.0,96.5,98.08,1.32,2.88,71.86
s10_sit,440.0,470.0,96.5,98.08,1.21,2.64,72.31
s10_sit,450.0,480.0,96.5,98.08,1.08,2.36,74.2
s10_sit,455.684,485.684,96.5,98.08,1.0,2.17,73.9
s11_sit,0.0,30.0,97.5,98.41,0.06,0.18,64.57
s11_sit,10.0,40.0,97.5,98.29,0.08,0.21,68.39
s11_sit,20.0,50.0,97.5,98.32,0.08,0.23,72.14
s11_sit,30.0,60.0,97.5,98.19,0.09,0.23,72.47
s11_sit,40.0,70.0,97.5,98.17,0.1,0.23,72.57
s11_sit,50.0,80.0,97.5,98.13,0.11,0.24,73.08
s11_sit,60.0,90.0,97.5,98.18,0.11,0.27,73.78
s11_sit,70.0,100.0,97.5,98.13,0.14,0.31,72.86
s11_sit,80.0,110.0,97.5,98.14,0.13,0.3,74.98
s11_sit,90.0,120.0,97.5,98.11,0.12,0.27,75.89
s11_sit,100.0,130.0,97.5,98.09,0.12,0.27,74.2
s11_sit,110.0,140.0,97.5,98.12,0.14,0.32,68.19
s11_sit,120.0,150.0,97.5,98.11,0.16,0.37,68.85
s11_sit,130.0,160.0,97.5,98.14,0.18,0.42,67.85
s11_sit,140.0,170.0,97.5,98.12,0.19,0.43,69.26
s11_sit,150.0,180.0,97.5,98.1,0.19,0.42,68.57
s11_sit,160.0,190.0,97.5,98.1,0.18,0.41,68.0
s11_sit,170.0,200.0,97.5,98.13,0.17,0.39,72.16
s11_sit,180.0,210.0,97.5,98.15,0.16,0.37,73.31
s11_sit,190.0,220.0,97.5,98.12,0.15,0.35,75.11
s11_sit,200.0,230.0,97.5,98.12,0.17,0.39,71.36
s11_sit,210.0,240.0,97.5,98.11,0.19,0.43,69.41
s11_sit,220.0,250.0,97.5,98.11,0.22,0.49,67.59
s11_sit,230.0,260.0,97.5,98.11,0.22,0.49,67.89
s11_sit,240.0,270.0,97.5,98.12,0.2,0.45,68.89
s11_sit,250.0,280.0,97.5,98.14,0.16,0.37,72.92
s11_sit,260.0,290.0,97.5,98.15,0.13,0.31,74.7
s11_sit,270.0,300.0,97.5,98.16,0.11,0.26,74.2
s11_sit,280.0,310.0,97.5,98.14,0.09,0.21,70.91
s11_sit,290.0,320.0,97.5,98.11,0.08,0.18,71.35
s11_sit,300.0,330.0,97.5,98.13,0.08,0.17,70.8
s11_sit,310.0,340.0,97.5,98.12,0.09,0.19,72.8
s11_sit,320.0,350.0,97.5,98.17,0.08,0.2,72.34
s11_sit,330.0,360.0,97.5,98.15,0.09,0.2,74.78
s11_sit,340.0,370.0,97.5,98.15,0.09,0.21,76.28
s11_sit,350.0,380.0,97.5,98.11,0.11,0.24,74.44
s11_sit,360.0,390.0,97.5,98.1,0.12,0.27,73.88
s11_sit,370.0,400.0,97.5,98.1,0.12,0.27,74.47
s11_sit,380.0,410.0,97.5,98.09,0.13,0.29,76.26
s11_sit,390.0,420.0,97.5,98.1,0.15,0.32,76.68
s11_sit,400.0,430.0,97.5,98.12,0.15,0.34,76.8
s11_sit,410.0,440.0,97.5,98.15,0.17,0.39,74.47
s11_sit,420.0,450.0,97.5,98.13,0.16,0.36,74.26
s11_sit,430.0,460.0,97.5,98.11,0.16,0.36,73.74
s11_sit,440.0,470.0,97.5,98.12,0.14,0.31,73.78
s11_sit,450.0,480.0,97.5,98.07,0.15,0.32,70.19
s11_sit,457.172,487.172,97.5,98.12,0.16,0.35,69.32
s12_sit,0.0,30.0,96.0,98.22,0.38,0.93,76.7
s12_sit,10.0,40.0,96.0,98.23,0.32,0.8,75.41
s12_sit,20.0,50.0,96.0,98.19,0.37,0.9,71.43
s12_sit,30.0,60.0,96.0,98.18,0.46,1.11,70.62
s12_sit,40.0,70.0,96.0,98.16,0.53,1.26,69.91
s12_sit,50.0,80.0,96.0,98.18,0.53,1.28,70.56
s12_sit,60.0,90.0,96.0,98.16,0.55,1.3,69.81
s12_sit,70.0,100.0,96.0,98.18,0.54,1.29,70.99
s12_sit,80.0,110.0,96.0,98.17,0.54,1.29,71.57
s12_sit,90.0,120.0,96.0,98.19,0.54,1.31,71.65
s12_sit,100.0,130.0,96.0,98.19,0.52,1.26,72.68
s12_sit,110.0,140.0,96.0,98.2,0.53,1.29,72.98
s12_sit,120.0,150.0,96.0,98.2,0.52,1.28,74.47
s12_sit,130.0,160.0,96.0,98.17,0.53,1.26,74.55
s12_sit,140.0,170.0,96.0,98.19,0.54,1.3,72.62
s12_sit,150.0,180.0,96.0,98.19,0.55,1.31,73.12
s12_sit,160.0,190.0,96.0,98.18,0.54,1.29,74.24
s12_sit,170.0,200.0,96.0,98.18,0.54,1.29,74.56
s12_sit,180.0,210.0,96.0,98.17,0.55,1.3,73.04
s12_sit,190.0,220.0,96.0,98.2,0.52,1.27,71.34
s12_sit,200.0,230.0,96.0,98.2,0.5,1.22,71.18
s12_sit,210.0,240.0,96.0,98.24,0.47,1.19,71.49
s12_sit,220.0,250.0,96.0,98.18,0.44,1.05,74.06
s12_sit,230.0,260.0,96.0,98.2,0.36,0.87,73.37
s12_sit,240.0,270.0,96.0,98.2,0.33,0.79,74.74
s12_sit,250.0,280.0,96.0,98.22,0.35,0.87,71.82
s12_sit,260.0,290.0,96.0,98.22,0.4,0.99,71.57
s12_sit,270.0,300.0,96.0,98.21,0.4,1.0,70.78
s12_sit,280.0,310.0,96.0,98.24,0.41,1.03,70.25
s12_sit,290.0,320.0,96.0,98.23,0.43,1.09,69.94
s12_sit,300.0,330.0,96.0,98.23,0.42,1.05,71.67
s12_sit,310.0,340.0,96.0,98.23,0.4,1.01,71.77
s12_sit,320.0,350.0,96.0,98.24,0.39,1.0,72.66
s12_sit,330.0,360.0,96.0,98.24,0.43,1.09,70.14
s12_sit,340.0,370.0,96.0,98.21,0.48,1.18,70.95
s12_sit,350.0,380.0,96.0,98.2,0.51,1.26,71.73
s12_sit,360.0,390.0,96.0,98.19,0.53,1.29,72.86
s12_sit,370.0,400.0,96.0,98.18,0.54,1.31,73.68
s12_sit,380.0,410.0,96.0,98.18,0.54,1.29,75.36
s12_sit,390.0,420.0,96.0,98.19,0.53,1.28,76.58
s12_sit,400.0,430.0,96.0,98.2,0.52,1.26,77.49
s12_sit,410.0,440.0,96.0,98.21,0.5,1.25,76.16
s12_sit,420.0,450.0,96.0,98.21,0.51,1.26,73.53
s12_sit,430.0,460.0,96.0,98.19,0.53,1.28,71.67
s12_sit,440.0,470.0,96.0,98.16,0.55,1.29,73.45
s12_sit,450.0,480.0,96.0,98.17,0.54,1.29,75.19
s12_sit,455.918,485.918,96.0,98.18,0.53,1.27,75.45
s13_sit,0.0,30.0,97.5,98.2,0.36,0.88,70.7
s13_sit,10.0,40.0,97.5,98.21,0.39,0.96,68.61
s13_sit,20.0,50.0,97.5,98.2,0.44,1.08,67.3
s13_sit,30.0,60.0,97.5,98.2,0.48,1.18,67.13
s13_sit,40.0,70.0,97.5,98.19,0.5,1.22,67.18
s13_sit,50.0,80.0,97.5,98.18,0.47,1.12,69.08
s13_sit,60.0,90.0,97.5,98.18,0.42,1.01,69.77
s13_sit,70.0,100.0,97.5,98.18,0.38,0.91,72.2
s13_sit,80.0,110.0,97.5,98.19,0.35,0.84,72.68
s13_sit,90.0,120.0,97.5,98.21,0.37,0.91,73.55
s13_sit,100.0,130.0,97.5,98.21,0.38,0.94,75.85
s13_sit,110.0,140.0,97.5,98.21,0.41,1.02,75.07
s13_sit,120.0,150.0,97.5,98.21,0.39,0.96,75.05
s13_sit,130.0,160.0,97.5,98.2,0.39,0.95,74.39
s13_sit,140.0,170.0,97.5,98.22,0.39,0.96,74.02
s13_sit,150.0,180.0,97.5,98.21,0.42,1.04,72.32
s13_sit,160.0,190.0,97.5,98.21,0.41,1.02,70.64
s13_sit,170.0,200.0,97.5,98.2,0.42,1.03,70.8
s13_sit,180.0,210.0,97.5,98.22,0.41,1.02,72.35
s13_sit,190.0,220.0,97.5,98.23,0.45,1.13,72.86
s13_sit,200.0,230.0,97.5,98.23,0.44,1.11,74.94
s13_sit,210.0,240.0,97.5,98.22,0.42,1.05,76.26
s13_sit,220.0,250.0,97.5,98.2,0.38,0.94,77.39
s13_sit,230.0,260.0,97.5,98.19,0.36,0.87,75.7
s13_sit,240.0,270.0,97.5,98.2,0.39,0.96,72.72
s13_sit,250.0,280.0,97.5,98.19,0.45,1.09,73.32
s13_sit,260.0,290.0,97.5,98.2,0.48,1.17,74.72
s13_sit,270.0,300.0,97.5,98.2,0.48,1.17,74.65
s13_sit,280.0,310.0,97.5,98.21,0.46,1.14,74.08
s13_sit,290.0,320.0,97.5,98.22,0.47,1.15,74.28
s13_sit,300.0,330.0,97.5,98.21,0.46,1.14,74.47
s13_sit,310.0,340.0,97.5,98.21,0.45,1.11,75.31
s13_sit,320.0,350.0,97.5,98.21,0.44,1.08,75.72
s13_sit,330.0,360.0,97.5,98.19,0.42,1.02,75.11
s13_sit,340.0,370.0,97.5,98.17,0.4,0.95,72.61
s13_sit,350.0,380.0,97.5,98.16,0.38,0.91,71.1
s13_sit,360.0,390.0,97.5,98.18,0.4,0.96,70.68
s13_sit,370.0,400.0,97.5,98.19,0.37,0.88,72.2
s13_sit,380.0,410.0,97.5,98.18,0.29,0.71,75.83
s13_sit,390.0,420.0,97.5,98.17,0.25,0.6,79.68
s13_sit,400.0,430.0,97.5,98.19,0.29,0.7,79.46
s13_sit,410.0,440.0,97.5,98.18,0.34,0.81,78.8
s13_sit,420.0,450.0,97.5,98.18,0.35,0.83,79.4
s13_sit,430.0,460.0,97.5,98.15,0.33,0.76,82.22
s13_sit,440.0,470.0,97.5,98.16,0.33,0.78,81.28
s13_sit,450.0,480.0,97.5,98.18,0.29,0.69,82.2
s13_sit,457.09,487.09,97.5,98.16,0.32,0.76,79.21
s14_sit,0.0,30.0,96.5,98.06,0.19,0.41,56.15
s14_sit,10.0,40.0,96.5,98.04,0.16,0.35,56.38
s14_sit,20.0,50.0,96.5,98.19,0.16,0.4,54.41
s14_sit,30.0,60.0,96.5,98.16,0.19,0.45,55.42
s14_sit,40.0,70.0,96.5,98.23,0.21,0.52,54.66
s14_sit,50.0,80.0,96.5,98.21,0.24,0.6,54.78
s14_sit,60.0,90.0,96.5,98.25,0.24,0.62,55.67
s14_sit,70.0,100.0,96.5,98.26,0.25,0.65,55.35
s14_sit,80.0,110.0,96.5,98.29,0.26,0.68,55.21
s14_sit,90.0,120.0,96.5,98.29,0.27,0.71,55.45
s14_sit,100.0,130.0,96.5,98.22,0.3,0.75,53.41
s14_sit,110.0,140.0,96.5,98.15,0.32,0.75,52.48
s14_sit,120.0,150.0,96.5,98.11,0.36,0.81,52.42
s14_sit,130.0,160.0,96.5,98.1,0.39,0.88,52.69
s14_sit,140.0,170.0,96.5,98.1,0.43,0.95,52.02
s14_sit,150.0,180.0,96.5,98.1,0.45,1.02,51.57
s14_sit,160.0,190.0,96.5,98.09,0.45,0.99,52.33
s14_sit,170.0,200.0,96.5,98.12,0.45,1.03,52.78
s14_sit,180.0,210.0,96.5,98.09,0.46,1.0,52.13
s14_sit,190.0,220.0,96.5,98.07,0.43,0.94,51.57
s14_sit,200.0,230.0,96.5,98.06,0.41,0.87,51.04
s14_sit,210.0,240.0,96.5,98.06,0.41,0.88,50.05
s14_sit,220.0,250.0,96.5,98.08,0.4,0.88,52.17
s14_sit,230.0,260.0,96.5,98.13,0.32,0.74,52.14
s14_sit,240.0,270.0,96.5,98.12,0.23,0.52,52.14
s14_sit,250.0,280.0,96.5,98.11,0.18,0.4,54.15
s14_sit,260.0,290.0,96.5,98.17,0.2,0.47,57.78
s14_sit,270.0,300.0,96.5,98.15,0.21,0.5,57.38
s14_sit,280.0,310.0,96.5,98.18,0.22,0.53,56.47
s14_sit,290.0,320.0,96.5,98.16,0.23,0.55,55.26
s14_sit,300.0,330.0,96.5,98.21,0.23,0.58,54.46
s14_sit,310.0,340.0,96.5,98.25,0.24,0.61,54.05
s14_sit,320.0,350.0,96.5,98.26,0.21,0.54,53.66
s14_sit,330.0,360.0,96.5,98.27,0.21,0.55,53.08
s14_sit,340.0,370.0,96.5,98.24,0.18,0.47,54.15
s14_sit,350.0,380.0,96.5,98.21,0.18,0.44,54.63
s14_sit,360.0,390.0,96.5,98.21,0.16,0.39,58.16
s14_sit,370.0,400.0,96.5,98.16,0.16,0.36,58.83
s14_sit,380.0,410.0,96.5,98.18,0.17,0.4,56.93
s14_sit,390.0,420.0,96.5,98.18,0.21,0.51,52.72
s14_sit,400.0,430.0,96.5,98.24,0.28,0.7,52.73
s14_sit,410.0,440.0,96.5,98.2,0.34,0.83,52.15
s14_sit,420.0,450.0,96.5,98.17,0.37,0.88,52.92
s14_sit,430.0,460.0,96.5,98.2,0.38,0.93,52.12
s14_sit,440.0,470.0,96.5,98.18,0.4,0.95,52.5
s14_sit,450.0,480.0,96.5,98.18,0.41,0.99,53.17
s14_sit,460.0,490.0,96.5,98.19,0.4,0.98,52.99
s14_sit,466.144,496.144,96.5,98.12,0.44,0.99,52.17
s15_sit,0.0,30.0,98.5,98.18,0.05,0.13,87.02
s15_sit,10.0,40.0,98.5,98.21,0.06,0.15,88.61
s15_sit,20.0,50.0,98.5,98.25,0.06,0.16,90.57
s15_sit,30.0,60.0,98.5,98.32,0.07,0.18,84.65
s15_sit,40.0,70.0,98.5,98.38,0.07,0.19,81.82
s15_sit,50.0,80.0,98.5,98.46,0.07,0.21,80.06
s15_sit,60.0,90.0,98.5,98.51,0.07,0.23,77.9
s15_sit,70.0,100.0,98.5,98.45,0.08,0.24,76.96
s15_sit,80.0,110.0,98.5,98.27,0.1,0.25,82.95
s15_sit,90.0,120.0,98.5,98.17,0.09,0.22,90.82
s15_sit,100.0,130.0,98.5,98.09,0.09,0.21,96.08
s15_sit,110.0,140.0,98.5,98.05,0.09,0.2,91.42
s15_sit,120.0,150.0,98.5,98.15,0.09,0.2,84.72
s15_sit,130.0,160.0,98.5,98.08,0.08,0.18,85.95
s15_sit,140.0,170.0,98.5,98.03,0.08,0.17,88.29
s15_sit,150.0,180.0,98.5,97.91,0.08,0.16,90.24
s15_sit,160.0,190.0,98.5,97.94,0.09,0.16,83.68
s15_sit,170.0,200.0,98.5,97.85,0.09,0.15,85.05
s15_sit,180.0,210.0,98.5,97.81,0.08,0.14,87.55
s15_sit,190.0,220.0,98.5,97.76,0.08,0.12,88.88
s15_sit,200.0,230.0,98.5,97.71,0.08,0.12,83.93
s15_sit,210.0,240.0,98.5,97.74,0.08,0.13,76.62
s15_sit,220.0,250.0,98.5,97.74,0.08,0.12,82.62
s15_sit,230.0,260.0,98.5,97.74,0.07,0.11,84.64
s15_sit,240.0,270.0,98.5,97.72,0.07,0.11,86.12
s15_sit,250.0,280.0,98.5,97.77,0.06,0.1,84.23
s15_sit,260.0,290.0,98.5,97.76,0.07,0.11,80.18
s15_sit,270.0,300.0,98.5,97.89,0.06,0.11,79.32
s15_sit,280.0,310.0,98.5,97.81,0.07,0.12,80.41
s15_sit,290.0,320.0,98.5,97.82,0.06,0.1,86.02
s15_sit,300.0,330.0,98.5,97.81,0.06,0.11,78.47
s15_sit,310.0,340.0,98.5,97.88,0.06,0.1,81.35
s15_sit,320.0,350.0,98.5,97.95,0.05,0.1,80.08
s15_sit,330.0,360.0,98.5,97.83,0.05,0.09,82.22
s15_sit,340.0,370.0,98.5,97.98,0.05,0.1,80.22
s15_sit,350.0,380.0,98.5,98.05,0.05,0.11,80.22
s15_sit,360.0,390.0,98.5,98.12,0.06,0.12,78.32
s15_sit,370.0,400.0,98.5,98.26,0.05,0.14,77.0
s15_sit,380.0,410.0,98.5,98.26,0.06,0.15,77.96
s15_sit,390.0,420.0,98.5,98.3,0.05,0.15,82.54
s15_sit,400.0,430.0,98.5,98.33,0.05,0.14,84.77
s15_sit,410.0,440.0,98.5,98.27,0.06,0.14,86.59
s15_sit,420.0,450.0,98.5,98.16,0.06,0.15,86.74
s15_sit,430.0,460.0,98.5,98.1,0.06,0.14,84.41
s15_sit,440.0,470.0,98.5,98.13,0.06,0.13,80.22
s15_sit,450.0,480.0,98.5,98.08,0.06,0.13,78.19
s15_sit,454.374,484.374,98.5,98.08,0.06,0.13,84.21
s16_sit,0.0,30.0,97.0,98.28,0.64,1.7,68.19
s16_sit,10.0,40.0,97.0,98.32,0.63,1.73,65.2
s16_sit,20.0,50.0,97.0,98.33,0.63,1.73,63.63
s16_sit,30.0,60.0,97.0,98.33,0.62,1.71,63.1
s16_sit,40.0,70.0,97.0,98.34,0.62,1.71,62.59
s16_sit,50.0,80.0,97.0,98.33,0.62,1.69,61.21
s16_sit,60.0,90.0,97.0,98.32,0.62,1.69,60.12
s16_sit,70.0,100.0,97.0,98.32,0.62,1.69,61.08
s16_sit,80.0,110.0,97.0,98.32,0.61,1.67,63.44
s16_sit,90.0,120.0,97.0,98.32,0.6,1.65,65.13
s16_sit,100.0,130.0,97.0,98.32,0.58,1.59,66.49
s16_sit,110.0,140.0,97.0,98.33,0.58,1.59,65.38
s16_sit,120.0,150.0,97.0,98.33,0.57,1.58,65.13
s16_sit,130.0,160.0,97.0,98.33,0.59,1.63,64.18
s16_sit,140.0,170.0,97.0,98.33,0.58,1.61,65.36
s16_sit,150.0,180.0,97.0,98.33,0.58,1.6,65.15
s16_sit,160.0,190.0,97.0,98.33,0.57,1.58,65.51
s16_sit,170.0,200.0,97.0,98.36,0.55,1.57,65.08
s16_sit,180.0,210.0,97.0,98.34,0.58,1.6,63.58
s16_sit,190.0,220.0,97.0,98.35,0.58,1.63,63.44
s16_sit,200.0,230.0,97.0,98.35,0.58,1.62,65.65
s16_sit,210.0,240.0,97.0,98.33,0.53,1.45,69.05
s16_sit,220.0,250.0,97.0,98.32,0.51,1.38,69.51
s16_sit,230.0,260.0,97.0,98.32,0.52,1.42,66.52
s16_sit,240.0,270.0,97.0,98.38,0.54,1.57,65.9
s16_sit,250.0,280.0,97.0,98.37,0.55,1.58,66.29
s16_sit,260.0,290.0,97.0,98.35,0.55,1.55,65.81
s16_sit,270.0,300.0,97.0,98.32,0.55,1.49,65.42
s16_sit,280.0,310.0,97.0,98.32,0.54,1.47,64.32
s16_sit,290.0,320.0,97.0,98.26,0.55,1.42,65.03
s16_sit,300.0,330.0,97.0,98.25,0.56,1.43,65.06
s16_sit,310.0,340.0,97.0,98.26,0.55,1.42,64.69
s16_sit,320.0,350.0,97.0,98.28,0.56,1.46,64.18
s16_sit,330.0,360.0,97.0,98.3,0.58,1.54,63.05
s16_sit,340.0,370.0,97.0,98.34,0.54,1.49,63.46
s16_sit,350.0,380.0,97.0,98.3,0.56,1.49,64.71
s16_sit,360.0,390.0,97.0,98.29,0.56,1.49,65.04
s16_sit,370.0,400.0,97.0,98.27,0.54,1.41,65.74
s16_sit,380.0,410.0,97.0,98.27,0.53,1.39,64.4
s16_sit,390.0,420.0,97.0,98.28,0.52,1.38,63.76
s16_sit,400.0,430.0,97.0,98.28,0.49,1.28,63.56
s16_sit,410.0,440.0,97.0,98.31,0.48,1.29,63.32
s16_sit,420.0,450.0,97.0,98.28,0.48,1.26,62.54
s16_sit,430.0,460.0,97.0,98.29,0.53,1.41,61.82
s16_sit,440.0,470.0,97.0,98.29,0.53,1.41,63.58
s16_sit,450.0,480.0,97.0,98.27,0.55,1.44,63.89
s16_sit,457.984,487.984,97.0,98.28,0.55,1.45,64.5
s17_sit,0.0,30.0,96.0,98.09,0.12,0.26,81.05
s17_sit,10.0,40.0,96.0,98.05,0.11,0.23,81.28
s17_sit,20.0,50.0,96.0,98.02,0.11,0.22,79.49
s17_sit,30.0,60.0,96.0,98.05,0.1,0.22,78.66
s17_sit,40.0,70.0,96.0,98.06,0.09,0.2,76.83
s17_sit,50.0,80.0,96.0,98.07,0.08,0.18,75.74
s17_sit,60.0,90.0,96.0,98.04,0.09,0.19,78.66
s17_sit,70.0,100.0,96.0,98.04,0.09,0.19,76.99
s17_sit,80.0,110.0,96.0,98.04,0.09,0.18,77.79
s17_sit,90.0,120.0,96.0,98.05,0.08,0.16,77.94
s17_sit,100.0,130.0,96.0,98.01,0.08,0.17,78.4
s17_sit,110.0,140.0,96.0,98.03,0.08,0.18,76.43
s17_sit,120.0,150.0,96.0,97.99,0.08,0.17,74.88
s17_sit,130.0,160.0,96.0,97.97,0.08,0.16,76.68
s17_sit,140.0,170.0,96.0,98.0,0.08,0.17,76.66
s17_sit,150.0,180.0,96.0,98.02,0.07,0.15,76.14
s17_sit,160.0,190.0,96.0,98.05,0.06,0.13,76.29
s17_sit,170.0,200.0,96.0,98.03,0.06,0.13,76.22
s17_sit,180.0,210.0,96.0,98.0,0.07,0.14,75.97
s17_sit,190.0,220.0,96.0,97.96,0.07,0.14,76.49
s17_sit,200.0,230.0,96.0,97.97,0.08,0.16,77.18
s17_sit,210.0,240.0,96.0,97.97,0.08,0.16,78.91
s17_sit,220.0,250.0,96.0,97.97,0.08,0.16,78.44
s17_sit,230.0,260.0,96.0,97.95,0.08,0.15,78.61
s17_sit,240.0,270.0,96.0,97.98,0.08,0.15,78.74
s17_sit,250.0,280.0,96.0,97.95,0.09,0.17,78.52
s17_sit,260.0,290.0,96.0,98.0,0.08,0.17,79.42
s17_sit,270.0,300.0,96.0,97.99,0.08,0.16,81.33
s17_sit,280.0,310.0,96.0,98.0,0.08,0.17,82.06
s17_sit,290.0,320.0,96.0,98.0,0.09,0.18,80.32
s17_sit,300.0,330.0,96.0,98.0,0.1,0.19,78.2
s17_sit,310.0,340.0,96.0,98.02,0.08,0.17,74.88
s17_sit,320.0,350.0,96.0,98.01,0.08,0.16,74.78
s17_sit,330.0,360.0,96.0,98.0,0.08,0.16,72.96
s17_sit,340.0,370.0,96.0,98.01,0.08,0.16,72.98
s17_sit,350.0,380.0,96.0,98.04,0.07,0.15,74.72
s17_sit,360.0,390.0,96.0,98.0,0.07,0.13,76.99
s17_sit,370.0,400.0,96.0,98.03,0.08,0.17,73.76
s17_sit,380.0,410.0,96.0,98.04,0.08,0.18,73.21
s17_sit,390.0,420.0,96.0,98.01,0.09,0.19,74.24
s17_sit,400.0,430.0,96.0,97.99,0.09,0.17,74.7
s17_sit,410.0,440.0,96.0,98.02,0.09,0.18,74.84
s17_sit,420.0,450.0,96.0,98.05,0.07,0.16,74.55
s17_sit,430.0,460.0,96.0,98.02,0.07,0.15,76.18
s17_sit,440.0,470.0,96.0,98.04,0.08,0.16,77.13
s17_sit,450.0,480.0,96.0,97.99,0.09,0.19,76.9
s17_sit,455.872,485.872,96.0,97.99,0.1,0.19,76.24
s18_sit,0.0,30.0,97.0,98.31,0.2,0.53,75.35
s18_sit,10.0,40.0,97.0,98.3,0.21,0.55,77.05
s18_sit,20.0,50.0,97.0,98.32,0.22,0.6,76.9
s18_sit,30.0,60.0,97.0,98.31,0.22,0.6,77.18
s18_sit,40.0,70.0,97.0,98.3,0.24,0.64,75.23
s18_sit,50.0,80.0,97.0,98.3,0.23,0.63,73.8
s18_sit,60.0,90.0,97.0,98.27,0.22,0.56,74.2
s18_sit,70.0,100.0,97.0,98.26,0.19,0.5,72.9
s18_sit,80.0,110.0,97.0,98.24,0.18,0.45,74.66
s18_sit,90.0,120.0,97.0,98.24,0.18,0.45,76.12
s18_sit,100.0,130.0,97.0,98.24,0.18,0.46,77.92
s18_sit,110.0,140.0,97.0,98.21,0.18,0.45,78.21
s18_sit,120.0,150.0,97.0,98.24,0.19,0.47,78.11
s18_sit,130.0,160.0,97.0,98.25,0.19,0.48,77.07
s18_sit,140.0,170.0,97.0,98.26,0.19,0.49,75.41
s18_sit,150.0,180.0,97.0,98.28,0.19,0.51,73.26
s18_sit,160.0,190.0,97.0,98.29,0.19,0.5,73.41
s18_sit,170.0,200.0,97.0,98.28,0.19,0.49,73.59
s18_sit,180.0,210.0,97.0,98.27,0.18,0.47,76.37
s18_sit,190.0,220.0,97.0,98.29,0.2,0.52,79.15
s18_sit,200.0,230.0,97.0,98.29,0.25,0.67,79.88
s18_sit,210.0,240.0,97.0,98.33,0.27,0.75,78.76
s18_sit,220.0,250.0,97.0,98.33,0.28,0.77,76.52
s18_sit,230.0,260.0,97.0,98.34,0.23,0.65,77.92
s18_sit,240.0,270.0,97.0,98.32,0.22,0.6,76.37
s18_sit,250.0,280.0,97.0,98.3,0.21,0.56,75.54
s18_sit,260.0,290.0,97.0,98.26,0.2,0.52,74.2
s18_sit,270.0,300.0,97.0,98.25,0.18,0.46,76.97
s18_sit,280.0,310.0,97.0,98.25,0.18,0.45,79.38
s18_sit,290.0,320.0,97.0,98.26,0.17,0.44,82.64
s18_sit,300.0,330.0,97.0,98.26,0.18,0.46,79.1
s18_sit,310.0,340.0,97.0,98.27,0.18,0.48,76.12
s18_sit,320.0,350.0,97.0,98.28,0.19,0.51,74.3
